གཉའ་དྲག་འགྱུར་ཚུལ་	impetuous	Acting or done quickly and without thought or care
ཤེད་བསྐྱེད་པ	arrogant	Having or revealing an exaggerated sense of one's own importance or abilities
བག་མ་གསར་པ	new bride	A woman who has recently married
ངོ་ཚ་	shy	Being reserved or having or showing nervousness or timidity in the company of other people
འཇིགས	fearful	Feeling afraid; showing fear or anxiety
བསྡམས	restrained	Kept under control; limited
དེ་བྱ	Do that	To perform or carry out a specific action
གནས་བྱ	remain	To stay in a particular state or condition
མི་བྱ་བ	never act	To refrain from performing an action
དབང་བྱ	Exert power	To exercise control or authority
ཚར་གཅད	Punish	To impose a penalty or disciplinary action
འདས་ན	if it disobeys	Condition of not following orders or rules
སེམས་	mind	The consciousness or thinking faculty
གདམས་	told, instructed	To give advice or instructions
ཉེས་པ་	wrongs, faults	Mistakes or harmful actions
ཚར་གཅད་	subjugated, punished	To bring under control or defeat
བསྟེན་	because of, due to	Indicating the cause or reason for something
སྔོན་གྱི་དུས་	bygone days	A period of time in the past
བརླག་པ	ruin	To severely damage or destroy
མཐོང་	see	To perceive with the eyes
དྲེགས་པ	vanity	Excessive pride in one's appearance, qualities, abilities, or achievements
གཞོམ་	destroy	To put an end to the existence of something
བདག	self	The concept of "I" or "me" in Buddhist philosophy
དོན	purpose	An aim or goal
གཞན	others	People other than oneself
བཙོང	sell	To exchange something for money
སྐྱོ་བ	despair	A state of hopelessness or discouragement
ཞོ་ཤ	strength	Physical or mental power and energy
བག་མེད་	careless	lacking proper caution or care
སེམས་ཅན་	sentient beings	living creatures capable of perception and feeling
དམྱལ་བ་	hell	a place or state of torment or destruction
སྲུང་མ་	keepers	those who guard or protect something
རེ་ལྟ་	expectation	A hope or desire for something to happen
ཡུན་རིངས་	long time	An extended period of duration
སྡུག	suffer	To experience or be subjected to pain or distress
ཁོན་	resentment	A feeling of anger or displeasure about someone or something
རང་དོན་	selfish thoughts	Ideas or considerations focused on one's own interests
གཞོམ་	destroy	To put an end to the existence of something
དགའ་འདོད	want to be pleased	to desire happiness or satisfaction
དགར་མི་བྱ	do not make pleasure	to refrain from creating pleasure
བསྲུང་འདོད	want to protect	to desire protection or safeguarding
བསྲུང་བར་བྱ	protect	to safeguard or defend
ལུས་	body	The physical structure of a person or animal
སྐྱོང་བ	protect	To keep safe from harm or injury
བཟེ་རེ་ཅན	tender	Easily hurt or damaged; delicate or vulnerable
ལྟུང་	fall	To drop or come down freely under the influence of gravity
ལྷུང་བ་	fallen	To have descended or dropped from a higher position
འདོད་པ་	desires	Strong feelings of wanting to have something or wishing for something to happen
ས་	earth	The planet on which we live; the world
རྫོགས་པར་	fulfilled	Satisfied or achieved fully
ནུས་པ་	can	To be able to; having the ability to do something
སུས་	who	Used to ask for information about people
ནུས་མེད་འདོད་པ	Insatiable desires	Desires that cannot be satisfied or fulfilled
ཉོན་མོངས	Afflictions	Mental disturbances or negative emotions
བསམ་པ་ཉམས་པ	Degenerate thoughts	Corrupted or deteriorated thinking
ལྟོས་མེད་པ	Not dependent	Free from reliance or attachment
ཕུན་ཚོགས	Excellence	Superior quality or state of being
ཟད་མི་ཤེས	Never-ending	Inexhaustible or without end
ལུས་ཀྱི་འདོད་པ	physical desires	Cravings or wants related to the body
སྐབས་དབྱེ	give opportunity	To allow or provide a chance for something
ཡིད་འོང	desirable	Pleasing or attractive
མི་འཛིན་པ	not clinging	Not holding onto or grasping at something
དངོས་པོ་བཟང་པོ	finest thing	The best or most excellent object or state
ཐལ་བ	ash	The powdery residue left after something is burned
མི་གཡོ	unmoving	Not moving or changing position
མི་གཙང་	unclean	Not clean or pure
གཟུགས	form	The visible shape or configuration of something
མི་བཟད་པ	frightening	Causing fear or alarm
བདག་ཏུ་འཛིན	grasp as being me	To cling to or identify with something as one's self
གསོན་ནམ་	live	being alive or existing
ཤི་	dead	no longer alive
འཁྲུལ་འཁོར་	machine	a mechanical device or apparatus
བོང་	clod	a lump of earth or clay
ང་རྒྱལ་	pride	a feeling of deep pleasure or satisfaction derived from one's own achievements
སེལ་	rid	to free someone or something from (an unwanted person or thing)
ལུས་	body	The physical structure of a person or animal
ཁ་ཏ་བྱས་པ་	doting	Showing excessive fondness or care
དོན་མེད་	pointless	Having no purpose or meaning
སྡུག་བསྔལ་	miseries	Great distress or discomfort
རྗེས་སུ་ཆགས་	attached	Having a strong emotional connection
ཁོང་ཁྲོ་བ་	angry	Feeling or showing strong annoyance or displeasure
ཤིང་མཚུངས་	same as wood	Comparable to or resembling wood (in terms of insensitivity)
བདག་གིས་	I	First person singular pronoun
བསྐྱངས་པ	take care of	To look after or nurture
བྱ་རྒོད་	vultures	Large birds of prey that feed on carrion
ཟོས་	consume	To eat or ingest
ཆགས་མེད་	no attachment	Absence of clinging or desire
ཞེ་སྡང་	aversion	Strong dislike or hostility
ཆགས་པ	attachment	Strong affection or fondness for something
སྨོད་པ	disparage	To criticize or belittle
ཁྲོ་བ	anger	A strong feeling of displeasure or hostility
བསྟོད་པ	admire	To regard with respect or approval
མགུ་འགྱུར་བ	pleasure	A feeling of happiness or satisfaction
ཤེས་མེད	not aware	Lacking knowledge or consciousness
ངལ་བ	tiring	Causing fatigue or exhaustion
ལུས་	body	The physical structure of a person or animal
བཤེས་	friend	A person with whom one has a bond of mutual affection
འདོད་	fond/desire	Having an affection or liking for
བདག་	I/self	Used to refer to oneself as the subject of a verb
ཐམས་ཅད་	everyone/all	Every person or thing in a group
ཆགས་མེད་པར	without attachment	Free from clinging or desire
འགྲོ་ལ་ཕན་ཕྱིར	for wanderers' benefit	For the sake of helping sentient beings
ལུས་གཏང་བྱ	give up this body	To surrender or offer one's body
ཉེས་མང་	many faults	Numerous defects or shortcomings
ལས་ཀྱི་སྤྱད་བཞིན	using it to act	Utilizing it for actions or deeds
བྱིས་པའི་སྤྱོད་པ	childish conduct	Behavior or actions characteristic of a child, often implying immaturity
མཁས་པ	wise	Having or showing experience, knowledge, and good judgment
བག་ཡོད	carefulness	The quality of being cautious and attentive
གཉིད	sleep	A natural periodic state of rest for the mind and body
རྨུགས་པ	sluggishness	A state of being slow to respond or move; lethargy
སྒྲིབ་པ	obscurations	Mental or emotional factors that obscure one's true nature or hinder spiritual progress
ལོག་པའི་ལམ	wrong paths	Incorrect or misguided spiritual or philosophical approaches
ཡང་དག་དམིགས	right focus	Correct object of meditation or contemplation
མཉམ་པར་གཞག་པ	equipoise	A state of mental balance and stability in meditation
ཡན་ལག་	Preparations	Components or aspects of a practice or teaching
ཐུབ་པ	Sage	An epithet for the Buddha, meaning "the able one" or "the capable one"
ཤེས་རབ་	Prajna	Transcendent wisdom or insight
སྡུག་བསྔལ་	Suffering	Pain, dissatisfaction, or unsatisfactoriness in cyclic existence
ཞི་བ	Pacify	To calm or bring to peace
བསྐྱེད	Develop	To generate, cultivate, or bring forth
ཀུན་རྫོབ་	relative	Conventional or apparent reality
དོན་དམ་	ultimate	Absolute or ultimate truth
བདེན་པ་གཉིས་	two truths	The Buddhist concept of two levels of truth: relative and ultimate
བློ་	mind	Consciousness or mental faculty
སྤྱོད་ཡུལ་	sphere	Domain or realm of experience
འཇིག་རྟེན་	World/People	The inhabitants of the world or ordinary people
རྣལ་འབྱོར་པ	Yogi	A practitioner of yoga or meditation
ཕལ་པ	Ordinary	Common or average people
གནོད	Confute/Refute	To prove wrong or invalidate
རྣལ་འབྱོར་པ་	Yogi	A practitioner of yoga or meditation
བློ་ཁྱད་	Distinction of intellect	Difference in mental capacity or understanding
གོང་མ་	Higher	Superior or more advanced
གནོད་	Confute	To prove (a person or their assertion) to be wrong
འདོད་པའི་དཔེས་	Analogies that both accept	Examples or comparisons agreed upon by both parties
འབྲས་བུ་	Result	Outcome or consequence
མ་དཔྱད་	Unexamined	Not investigated or analyzed thoroughly
འཇིག་རྟེན་པ་	worldly people	Ordinary individuals who are not spiritually awakened
དངོས་མཐོང་	perceive as real	To see or understand something as having true, inherent existence
ཡང་དག་ཉིད་	reality	The true nature of things or phenomena
རྟོག་བྱེད་	think	To consider or contemplate
སྒྱུ་མ་	illusory	Deceptive or unreal, like a magical illusion
རྣལ་འབྱོར་པ་	yogis	Practitioners of yoga or advanced spiritual practitioners
རྩོད་	dispute	To argue or contend over a point of disagreement
གཟུགས་	form	The physical aspect or appearance of something
མངོན་སུམ་	perception	Direct sensory awareness or experience
གྲགས་པ	consensus	General agreement or widely held opinion
ཚད་མ	valid knowledge	Reliable or authoritative understanding
མི་གཙང་	unclean	Impure or dirty
གཙང་	clean	Pure or free from impurities
བརྫུན	false	Not true or incorrect
འཇིག་རྟེན་	worldly	Relating to the ordinary world or secular affairs
མགོན་པོ	Buddha	The enlightened one; founder of Buddhism
དངོས་བསྟན	taught	To have shown or demonstrated directly
སྐད་ཅིག་མ	momentary	Lasting for a very short time
ཀུན་རྫོབ	relative	Conventional truth or reality in Buddhist philosophy
རྣལ་འབྱོར་	Yogic	Relating to yoga or spiritual practice
ཀུན་རྫོབ་	Relative	Conventional or apparent reality
ཉེས་མེད་	Faultless	Without error or defect
འཇིག་རྟེན་	Worldly	Relating to ordinary mundane existence
དེ་ཉིད་	Suchness	Ultimate nature or reality
བུད་མེད་	Women	Female human beings
མི་གཙང་བ་	Impure	Unclean or defiled
ངེས་རྟོག་	Recognizing	Definite understanding or realization
སྒྱུ་འདྲའི་རྒྱལ་	illusory victors	Buddhas or enlightened beings perceived as illusory
བསོད་ནམས་	merit	Positive karma or spiritual benefit
དངོས་ཡོད་	existent ones	Truly existing beings or phenomena
སེམས་ཅན་	beings	Sentient beings or living creatures
སྐྱེ་	born	To be reborn or come into existence
རྐྱེན་རྣམས	conditions	Factors or circumstances that contribute to a result
སྒྱུ་མ	illusion	Something that deceives by producing a false impression of reality
སེམས་ཅན	sentient beings	Living creatures capable of perception and feeling
བདེན་པར	truly	In a genuine or real manner
རྒྱུན་རིང	long time	An extended period of duration
སྒྱུ་མ	Illusion	A deceptive appearance or impression
སྐྱེས་བུ	Being	A living creature or person
སེམས་མེད	Mindless	Lacking consciousness or awareness
སྡིག་མེད	No misdeed	Absence of wrongdoing or sin
བསོད་ནམས	Merit	Positive karma or virtuous action
སྡིག་པ	Misdeed	Wrongdoing or sin
སྔགས་	spells	Magical incantations or mantras
སྒྱུ་མའི་སེམས་	illusory minds	Minds that are not real or substantial, like illusions
རྐྱེན་	conditions	Factors or circumstances that contribute to an occurrence
སྒྱུ་མ་	illusions	False or deceptive appearances
རྐྱེན་	condition	A circumstance or factor that influences an outcome
ཀུན་ནུས་པ	capable of everything	Able to accomplish or produce all things
དོན་དམ་	ultimate	The highest or most fundamental level of reality
མྱ་ངན་འདས	nirvana	The state of liberation from suffering in Buddhism
འཁོར་བ	samsara	The cycle of rebirth and suffering in Buddhism
ཀུན་རྫོབ	conventional	Relating to the ordinary, apparent level of reality
སངས་རྒྱས་	Buddha	An enlightened being who has attained full awakening
བྱང་ཆུབ་	Bodhi	Enlightenment or awakening
སྤྱོད་པ	Way/Practice	The conduct or path of practice
རྐྱེན་	Conditions	Factors or circumstances that contribute to an outcome
རྒྱུན་	Continuum	An uninterrupted sequence or flow
སྒྱུ་མ་	Illusions	False or deceptive appearances
རྐྱེན་རྣམས་	conditions	Factors or circumstances that contribute to a result
རྒྱུན་	continuum	An uninterrupted sequence or flow
ཀུན་རྫོབ་	relative	In the context of Buddhist philosophy, referring to conventional reality
འཁྲུལ་པ་	confused mind	A state of mind characterized by misunderstanding or delusion
སྒྱུ་མ་	illusions	False or deceptive appearances
དམིགས་པ	observe	To perceive or notice
སྒྱུ་མ་	illusion	A deceptive appearance or impression
དམིགས	observed	Noticed or perceived
དེ་ཉིད	suchness	The true nature of reality
སེམས་ཉིད	mind itself	The fundamental nature of consciousness
སེམས་ཉིད	mind itself	the essential nature of consciousness or awareness
སྒྱུ་མ	illusory	deceptive or unreal appearance
འཇིག་རྟེན་གྱི་མགོན་པོ	Protector of the World	an epithet for the Buddha
མཐོང	seen	perceived or observed visually
རལ་གྲི་	sword	A bladed weapon with a long blade
སོ་	blade	The cutting edge of a sword or knife
ཡིད་	mind	The element of a person that enables them to be aware of the world and their experiences
མར་མེ་	lamp	A device that produces light
དངོས་	nature	The inherent features or character of something
གསལ་བར་བྱེད་	illuminate	To light up or make clearly visible
མར་མེ	lamp	A device that produces light
མུན	darkness	The absence of light
ཤེལ	crystal	A clear, transparent mineral or glass resembling ice
སྔོན་པོ	blue	The color of the clear sky or deep sea
གཞན	other	Something or someone else, different from the one mentioned
ལྟོས་པ	depend	To rely on or be determined by something else
དེ་བཞིན	Likewise	In the same way; similarly
ལྟོས	Depend	To rely on or be contingent upon something else
ལྟོས་མེད	Independent	Not relying on or influenced by others
སྔོན་པོ	Blue	The color blue
བདག་ཉིད	Itself	Referring to the thing itself, without external influence
བྱས་པ	Make/Do	To create or cause something to happen
མར་མེ་	mar me	lamp
གསལ་བ་	sal wa	luminous, clear
ཤེས་པ་	she pa	consciousness, awareness
བློ་	lo	mind, intellect
རྗོད་བྱེད་	jö che	to express, to say
གང་ཚེ	When	At the time that
མཐོང་	Seen	Perceived or observed visually
གསལ་བ	Luminous	Bright, clear, or shining
མི་གསལ་བ	Not luminous	Not bright or clear
མོ་གཤམ	Barren woman	A woman who is unable to bear children
འགྱིང་བག	Charms	Attractive or pleasing qualities
བརྗོད	Discussing	Talking about or considering a topic
དོན་མེད	Pointless	Having no purpose or meaning
རང་རིག	self-awareness	The ability of consciousness to be aware of itself
རྣམ་ཤེས	consciousness	The state of being aware of one's own existence, sensations, thoughts, surroundings, etc.
དྲན་པ	remember	To recall to mind or think of again
མྱོང་བ	experience	Practical contact with and observation of facts or events
འབྲེལ་པ	connection	A relationship or association
བྱི་བ	rat	A rodent that resembles a large mouse
དུག	venom	A poisonous substance secreted by animals such as snakes, spiders, and scorpions
རྐྱེན་གཞན་དག	other conditions	External factors or circumstances
རང་ཉིད་རབ་གསལ	illuminates itself	Self-illuminating or self-evident
གྲུབ་པའི་མིག་སྨན	magic eye salve	A mythical ointment believed to enhance vision
བུམ་མཐོང	see a vase	Perceiving or observing a vase
མིག་སྨན	eye salve	Medicinal ointment applied to the eyes
མཐོང་	seen	perceived visually
ཐོས་	heard	perceived audibly
ཤེས་པ་	known	understood or cognized
དགག་པ	rebutted	refuted or negated
སྡུག་བསྔལ་	suffering	pain or distress
རྒྱུ	cause	source or origin
བདེན་པ	true	real or genuine
རྟོག་པ	thought	concept or idea
བཟློག་བྱ	refuted	disproved or rejected
སེམས་	mind	The consciousness or awareness that perceives and experiences
སྒྱུ་མ་	illusion	A false or deceptive appearance or impression
གཞན་	other	Distinct or separate from something else
དངོས་པོ་	real	Actually existing as a thing or occurring in fact
མི་རྟག་	impermanent	Not lasting or enduring forever; subject to change
སྒྱུ་མ་	illusion	A deceptive appearance or impression
བལྟ་བྱ་	object seen	The thing that is perceived or observed
ལྟ་བྱེད་ཡིད་	perceiving mind	The consciousness that observes or perceives
འཁོར་བ་	samsara	The cycle of rebirth and suffering in Buddhist philosophy
དངོས་རྟེན་	real basis	A genuine or actual foundation or support
མཁའ་	space	The expanse in which everything is contained
དངོས་མེད་	unreal	Something that does not truly exist or is illusory
དངོས་	real	Something that truly exists or is substantial
བརྟེན་པ	based upon	To rely on or depend on something
བྱེད་	action	An act or deed performed
སེམས་	mind	The faculty of consciousness and thought
གྲོགས་མེད་པ	without companion	Being alone or solitary
གཅིག་པུ་	alone	Single, solitary, or by oneself
སེམས་	mind	The consciousness or awareness faculty
གཟུང་བྲལ་བ	free of the apprehended	State of mind free from grasping at objects
དེ་བཞིན་གཤེགས	tathagata	An epithet for a Buddha, meaning "one who has thus gone"
སེམས་ཙམ	mind-only	A philosophical view that only mind truly exists
ཡོན་ཏན	benefit	Positive quality or advantage
སྒྱུ་མ་	illusion	A deceptive appearance or impression
ཉོན་མོངས་	afflictions	Mental states that cloud the mind and cause suffering
ལྡོག་	stop	To cease or discontinue
སྒྱུ་མའི་བུད་མེད་	dreamlike women	Illusory or imaginary female figures
ཆགས་	lust	Strong sexual desire or appetite
ཤེས་བྱ་	Known objects	Things that can be known or understood
ཉོན་མོངས་	Afflictions	Mental states that cause suffering or disturbance
བག་ཆགས་	Imprints	Habitual tendencies or latent impressions
སྟོང་ཉིད་	Emptiness	The lack of inherent existence in phenomena
ཉམ་ཆུང་	Weak	Lacking in strength or potency
སྟོང་ཉིད་	emptiness	The absence of inherent existence in phenomena
བག་ཆགས་	imprint	A habitual tendency or predisposition
གོམས་པ	ingraining/meditating	To familiarize oneself with or habituate to a concept
དངོས་པོ	things	Existent phenomena or objects
སྤོང་	eliminate/abandon	To give up or remove
ཅི་ཡང་མེད་	nothing exists	A philosophical concept denoting the absence of all phenomena
དངོས་པོ་	thing	A physical or conceptual object
མི་དམིགས་པ	not observed	Not perceived or recognized
དངོས་མེད	non-existence	The state of not existing
རྟེན་བྲལ་བ	deprived of basis	Without support or foundation
བློ་	mind	The faculty of consciousness and thought
དངོས་	thing	A physical or conceptual entity that exists
དངོས་མེད་	nothing	The absence or non-existence of something
བློ་	mind	The faculty of consciousness and thought
དམིགས་པ་	focus	An object of attention or concentration
རབ་ཏུ་ཞི་	utter peace	A state of complete tranquility or calmness
ཡིད་བཞིན་ནོར་བུ	wish-fulfilling jewel	A mythical gem that grants all wishes
དཔག་བསམ་ཤིང་	wish-granting tree	A mythical tree that fulfills all desires
གདུལ་བྱ	disciple	A student or follower of a spiritual teacher
སྨོན་ལམ	aspiration	A strong desire or wish, often spiritual in nature
རྒྱལ་བ	victor	In Buddhism, refers to a Buddha or enlightened being
སྐུ	kaya	The body or form of a Buddha, often referring to different aspects of enlightenment
ནམ་མཁའ་ལྡིང་	garuda	A mythical bird-like creature in Buddhist and Hindu traditions
མཆོད་སྡོང་	pillar	A tall vertical structure, often used for religious or ceremonial purposes
བསྒྲུབས་	blessed	Consecrated or made holy through a religious ceremony
འདས་	passed away	Died or deceased
དུག་	poison	A substance that causes illness or death when introduced into the body
ཞི་བྱེད་	neutralize	To counteract or nullify the effect of something
བྱང་ཆུབ་སྤྱོད་པ	Way of awakening	The practices and conduct leading to enlightenment
རྒྱལ་བའི་མཆོད་སྡོང་	Victor's pillar	A monument or structure dedicated to a Buddha or enlightened being
བྱང་ཆུབ་སེམས་དཔའ	Bodhisattva	An enlightened being who delays their own nirvana to help others
མྱ་ངན་ལས་འདས	Nirvana	The state of liberation from suffering and the cycle of rebirth
སེམས་མེད་པ་	one who has no mind	a being or entity without consciousness
མཆོད་བྱས་པ	making offerings	the act of presenting gifts or tributes as a form of worship or respect
འབྲས་བུ	fruit	result or outcome
བཞུགས་པ	present	being in a particular place or state
མྱ་ངན་འདས	nirvana	a state of perfect peace and happiness, the ultimate goal in Buddhism
མཚུངས་པ་ཉིད	the same	identical or equivalent in nature or quality
ཀུན་རྫོབ་	Relative	Conventional or apparent reality in Buddhist philosophy
དེ་ཉིད་	Suchness	The true nature of reality or things as they are
འབྲས་	Result	Consequence or fruit of an action
ལུང་	Scripture	Authoritative Buddhist texts or teachings
སངས་རྒྱས་	Buddha	An awakened or enlightened being in Buddhism
འབྲས་བུ་	Fruit	Result or outcome, often referring to spiritual attainment
བདེན་པ་	truths	Fundamental realities or principles in Buddhist philosophy
གྲོལ་	freed	Released from the cycle of rebirth or suffering
སྟོང་ཉིད་	emptiness	The Buddhist concept of the lack of inherent existence in all phenomena
ལུང་	scriptures	Sacred texts or teachings in Buddhism
ལམ་	path	The spiritual journey or method leading to enlightenment
བྱང་ཆུབ་	awakening	Enlightenment or the state of becoming a Buddha
ཐེག་ཆེན་	Great Vehicle	The Mahayana tradition of Buddhism
ལུང་	scripture	Religious texts or teachings
གྲུབ་	proven	Established as true or valid
གཉིས་ཀ་	both	Referring to two parties or groups
ཐེག་ཆེན་	Great Vehicle	A term for Mahayana Buddhism
རིག་བྱེད་	Vedas	Ancient sacred texts of Hinduism
ཡིད་ཆེས་	believe	To have confidence or trust in something
བདེན་པ་	true	In accordance with fact or reality
ཐེག་ཆེན་	Great Vehicle	The Mahayana tradition of Buddhism
མུ་སྟེགས་པ་	non-Buddhists	Those who follow non-Buddhist philosophical systems
ལུང་	scriptures	Religious texts or teachings
རྩོད་བཅས་	in dispute	Subject to debate or controversy
དོར་བྱར་འགྱུར་	reject	To discard or abandon
བསྟན་རྩ	teachings' root	The fundamental basis or essence of Buddhist teachings
དགེ་སློང་	bhikshu	A fully ordained Buddhist monk
མྱ་ངན་འདས་པ	nirvana	The ultimate state of liberation from suffering in Buddhism
སེམས	mind	The consciousness or mental faculty
དམིགས	focus	An object of attention or concentration
ཉོན་མོངས་	Afflictions	Mental states that cloud the mind and cause suffering
གྲོལ་	Freed	Released from bondage or constraints
ལས་	Karma	The sum of a person's actions in this and previous states of existence
ནུས་པ་	Power	Ability or capacity to influence or affect
ཉེར་ལེན་	upādāna	clinging or grasping
སྲེད་པ་	tṛṣṇā	craving or thirst
ཉོན་མོངས་	kleśa	affliction or defilement
ཀུན་རྨོངས་	moha	delusion or ignorance
ཉོན་མོངས་ཅན་	kleśa-yukta	afflicted or defiled
ཚོར་བ	Feeling	Sensory or emotional experience
སྲེད་པ	Craving	Strong desire or longing for something
དམིགས་པ	Focus	Object of attention or concentration
སེམས	Mind	Consciousness or mental faculty
སྟོང་ཉིད་	Emptiness	The Buddhist concept of the lack of inherent existence in all phenomena
སེམས་	Mind	The consciousness or thinking faculty
འགགས་པ་	Cease	To stop or come to an end
སྐྱེ་	Arise	To come into existence or appear
འདུ་ཤེས་མེད་པ་	Conception-free	Without conceptual thought or perception
སྙོམས་འཇུག་	Absorption	A meditative state of deep concentration
བསྒོམ་	Meditate	To engage in contemplation or reflection as a mental exercise
མདོ་སྡེ་	sutra	A Buddhist scripture or discourse attributed to the Buddha
སངས་རྒྱས་	Buddha	The enlightened one; founder of Buddhism
ཐེག་ཆེན་	Great Vehicle	Mahayana Buddhism, one of the main branches of Buddhism
མདོ་	sutra	A Buddhist scripture or discourse
གསུངས་	teachings	Spoken words or teachings, especially of the Buddha
མདོ་	sutra	A Buddhist scripture or discourse
རྒྱལ་བ	Buddha	The enlightened one; founder of Buddhism
སྐྱོན	flaw	A defect or imperfection
གསུངས་པ	words/teachings	Spoken teachings or utterances
ཐམས་ཅད	all	The entirety or totality
རྨོངས་པ	Delusion	A state of being deceived or misled
སྡུག་བསྔལ་ཅན	Those who suffer	Beings experiencing pain or distress
ཆགས	Greed	Excessive desire for wealth or possessions
འཇིགས	Fear	An unpleasant emotion caused by the threat of danger, pain, or harm
འཁོར་བ	Samsara	The cycle of rebirth and suffering in Buddhist philosophy
སྟོང་ཉིད	Emptiness	The Buddhist concept of the lack of inherent existence in all phenomena
སྟོང་པ་ཉིད་	emptiness	The absence of inherent existence in all phenomena
སུན་འབྱིན་པ	refutation	The act of proving something to be false or incorrect
ཐེ་ཚོམ་	doubt	A feeling of uncertainty or lack of conviction
བསྒོམ་པ	meditate	To focus one's mind for a period of time in silence or with the aid of chanting for religious or spiritual purposes
ཉོན་མོངས	afflictive	Disturbing emotions or mental states that obscure the mind
ཤེས་བྱའི་སྒྲིབ་པ	cognitive veils	Obstructions to knowledge or understanding
མུན་པ	darkness	Lack of clarity or understanding
གཉེན་པོ	remedy	Something that counteracts or cures a problem
སྟོང་པ་ཉིད	emptiness	The Buddhist concept of lack of inherent existence
ཐམས་ཅད་མཁྱེན	omniscience	The state of knowing everything
སྒོམ	cultivate	To develop or practice (in meditation)
དངོས་	thing	A concrete or tangible object or entity
སྡུག་བསྔལ་	suffering	Physical or mental pain and distress
སྐྲག་པ་	fearfulness	A state of being afraid or apprehensive
སྟོང་ཉིད་	emptiness	The Buddhist concept of the lack of inherent existence
ཞི་བྱེད་	cure	Something that relieves or ends a problem or condition
འཇིགས་པ་	dread	Great fear or apprehension
སོ་	Teeth	The hard structures in the mouth used for biting and chewing
སྐྲ་	Hair	The thin strands growing from the skin, especially on the head
སེན་	Nails	The hard protective plates at the ends of fingers and toes
བདག་	Me/Self	The individual person or subject being referred to
རུས་པ་	Bones	The hard tissues that form the skeleton of vertebrates
ཁྲག་	Blood	The red liquid that circulates in the arteries and veins of humans and other vertebrates
སྣབས་	Mucus	A slimy substance secreted by mucous membranes
བད་ཀན་	Phlegm	Thick mucus secreted in the respiratory passages
ཆུ་སེར་	Lymph	A colorless fluid containing white blood cells, which bathes the tissues and drains through the lymphatic system into the bloodstream
རྣག་	Pus	A thick, typically yellowish or greenish opaque liquid produced in infected tissue
བདག	I/me	The self or individual
ཞག	fat	Fatty tissue in the body
རྡུལ	dust	Fine particles of matter
གློ	lungs	Organs for breathing
མཆིན	liver	Organ that filters blood
ནང་ཁྲོལ	internal organs	Organs inside the body
ཕྱི་ས	feces	Solid waste expelled from the body
གཅིན	urine	Liquid waste expelled from the body
ཤ	flesh	The soft tissue of the body, especially muscle and fat
པགས་པ	skin	The outer covering of the body
བདག	self	The essential being of an individual
དྲོད	heat	Warmth or hotness
རླུང་	breath	The air inhaled and exhaled in respiration
བུ་ག	orifice	An opening or hole, especially in the body
རྣམ་ཤེས་དྲུག	six consciousnesses	The six types of consciousness recognized in Buddhist philosophy
སྒྲ་ཡི་ཤེས	cognition of sound	The awareness or perception of sound
རྟག	permanent	Lasting or existing forever; without end
སྒྲ་འཛིན	apprehend sound	To perceive or recognize sound
ཤེས་བྱ	object of knowledge	Something that can be known or understood
རིག	know	To be aware of or understand something
ཤེས་པ	cognition	The mental action or process of acquiring knowledge and understanding through thought, experience, and the senses
ཤེས་པ	cognition	The mental action or process of acquiring knowledge and understanding through thought, experience, and the senses
ཤིང	wood	The hard fibrous material that forms the main substance of the trunk or branches of a tree or shrub
ཤེས་བྱ	object of knowledge	That which can be known or understood
ཉེར་གནས་པ	present	Existing or occurring now
གཟུགས་	visual form	The visible aspect or appearance of an object
ཤེས་	know/cognize	To understand or perceive
ཐོས་པ་	hear	To perceive sound through the ear
སྒྲ་	sound	Vibrations that travel through the air or another medium and can be heard
ཉེ་	nearby	Close in distance or proximity
ཤེས་པ་	cognition	The mental action or process of acquiring knowledge and understanding
སྒྲ་འཛིན་	sound apprehension	The act of perceiving or grasping sound
གཟུགས་འཛིན་	form apprehension	The act of perceiving or grasping visual form
རང་བཞིན་	nature	The inherent or essential quality of something
ཕ་	parent	A father or mother
བུ་	child	A son or daughter
བརྟགས་	thought of	Considered or imagined to be
ཡང་དག་	actuality	Real or genuine state of affairs
སྙིང་སྟོབས་	sattva	One of the three gunas in Samkhya philosophy, representing purity and goodness
རྡུལ་	rajas	One of the three gunas in Samkhya philosophy, representing activity and passion
མུན་པ་	tamas	One of the three gunas in Samkhya philosophy, representing darkness and inertia
སྒྲ་འཛིན་	apprehension of sound	The ability to perceive or understand sound
རང་བཞིན་	nature	The inherent quality or character of something
གར་མཁན་	Actor	A person who performs in stage plays or movies
ཚུལ་གཞན་	Different ways/manners	Various methods or approaches
དེ་ཉིད་	That itself	The very thing being discussed
རྟག་མིན་	Not permanent	Impermanent or transient
གཅིག་ཉིད་	Oneness	The quality or state of being one or single
སྔོན་མེད་	Unprecedented	Never done or known before
ཚུལ་གཞན	different manners	Various ways or aspects of something
རང་གི་རང་བཞིན	own nature	The inherent or essential quality of something
ཤེས་ཉིད	consciousness	Awareness or perception of one's thoughts, feelings, or surroundings
སྐྱེས་ཀུན	all beings	All living entities or creatures
སེམས་པ་	sentient	Having the power of perception by the senses; conscious
སེམས་མེད་	nonsentient	Lacking consciousness or ability to perceive
བྱེ་བྲག་	particulars	Individual features or characteristics
ཕྱིན་ཅི་ལོག་	false	Not in accordance with truth or fact; incorrect
འབྲ་བའི་རྟེན་	basis for similarity	Foundation or ground for likeness or resemblance
སེམས་མེད་པ་	nonsentient	Lacking consciousness or awareness
