བདེ་གཤེགས་ཆོས་ཀྱི་སྐུ་མངའ་སྲས་བཅས་དང་། །ཕྱག་འོས་ཀུན་ལའང་གུས་པར་ཕྱག་འཚལ་ཏེ། །བདེ་གཤེགས་སྲས་ཀྱི་སྡོམ་ལ་འཇུག་པ་ནི། །ལུང་བཞིན་མདོར་བསྡུས་ནས་ནི་བརྗོད་པར་བྱ། །	I prostrate with respect to the sugatas, Who have the dharmakaya, and their offspring, And also to all worthy of veneration. I'll teach in brief, according to the scriptures, The way to enter the bodhisattva's vows.

Glossary:

Glossary:
སྡུག་བསྔལ	suffering	Physical or mental pain and distress
རྒྱུ	cause	The source or origin of something
ང་རྒྱལ	ego	The part of the mind responsible for a sense of personal identity
བདག	self	The individual person or subject
རྨོངས་པ	delusion	A false belief or opinion
འཕེལ་བ	increase	To become greater in size, amount, or degree
བཟློག	stop/prevent	To cause to cease or end
བདག་མེད	selflessness	The state of being free from self-centeredness or ego
བསྒོམ་པ	cultivate	To develop or improve by education or training
མཆོག	supreme	Highest in rank or authority; paramount
----------------------------------------------------------------------------------------------------
ལུས་ནི་རྐང་པ་བྱིན་པ་མིན། །བརླ་དང་རྐེད་པའང་ལུས་མ་ཡིན། །ལྟོ་དང་རྒྱབ་ཀྱང་ལུས་མིན་ཏེ། །བྲང་དང་དཔུང་པའང་ལུས་མ་ཡིན། །	The body's not the feet or calves, Nor are the thighs or hips the body. It's not the belly or the back; Neither is it the chest or arms.

Glossary:
ལུས་	body	The physical structure of a person or animal
རྐང་པ་	feet	The lower extremity of the leg below the ankle, on which a person stands or walks
བྱིན་པ་	calves	The fleshy back part of the leg below the knee
བརླ་	thighs	The part of the leg between the hip and the knee
རྐེད་པ་	hips	The area on each side of the body below the waist and above the thigh
ལྟོ་	belly	The front part of the human trunk below the ribs, containing the stomach and bowels
རྒྱབ་	back	The rear surface of the human body from the shoulders to the hips
བྲང་	chest	The front part of the body between the neck and the abdomen
དཔུང་པ་	arms	Each of the two upper limbs of the human body from the shoulder to the hand
----------------------------------------------------------------------------------------------------
རྩིབ་ལོགས་ལག་པའང་ལུས་མིན་ཏེ། །མཆན་ཁུང་ཕྲག་པའང་ལུས་མ་ཡིན། །ནང་ཁྲོལ་རྣམས་ཀྱང་དེ་མིན་ལ། །མགོ་དང་མགྲིན་པའང་ལུས་མིན་ན། །འདི་ལ་ལུས་ནི་གང་ཞིག་ཡིན། །	The ribs and hands are not the body. The armpits and shoulders are not the body. The internal organs are not it either. If the head and throat are not the body, then what is the body here?

Glossary:
རྩིབ་ལོགས་	ribs	The bones enclosing the chest cavity
ལག་པ	hands	The part of the human arm below the wrist
མཆན་ཁུང་	armpits	The hollow beneath the junction of the arm and shoulder
ཕྲག་པ	shoulders	The upper joint of the human arm and the part of the body between this and the neck
ནང་ཁྲོལ་	internal organs	The organs inside the body
མགོ	head	The upper part of the human body, containing the brain, eyes, ears, nose, and mouth
མགྲིན་པ	throat	The front part of the neck
ལུས	body	The physical structure of a person or animal
----------------------------------------------------------------------------------------------------
གལ་ཏེ་ལུས་འདི་ཐམས་ཅད་ལ། །ཕྱོགས་རེ་ཡིས་ནི་གནས་གྱུར་ན། །ཆ་རྣམས་ཆ་ལ་གནས་གྱུར་མོད། །དེ་རང་ཉིད་ནི་གང་ལ་གནས། །	If this entire body were to dwell partially in all parts, its parts would dwell in those parts, but where would it itself reside?

Glossary:
ལུས་	body	The physical structure of a person or animal
ཐམས་ཅད་	entire	Complete or whole, with no part left out
ཕྱོགས་རེ་	partially	In part; not completely
གནས་	dwell	To live in or at a specified place
ཆ་	part	A portion or division of a whole
རང་ཉིད་	itself	Used to emphasize that something relates to or affects the subject of a sentence
----------------------------------------------------------------------------------------------------
གལ་ཏེ་བདག་ཉིད་ཀུན་གྱི་ལུས། །ལག་སོགས་རྣམས་ལ་གནས་ན་ནི། །ལག་སོགས་དེ་དག་ཇི་སྙེད་པ། །དེ་སྙེད་ཀྱི་ནི་ལུས་སུ་འགྱུར། །	If the entirety of the body should dwell within the hands and such, then there would be as many bodies as there are hands, et cetera.

Glossary:
ལུས་	body	The physical structure of a person or animal
ལག་སོགས་	hands and such	Referring to body parts, particularly limbs
བདག་ཉིད་ཀུན་	entirety	The whole or complete amount
གནས་	dwell	To live in or at a specified place
ཇི་སྙེད་པ་	as many as	Indicating an equal number or amount
འགྱུར་	become	To come to be; to change into
----------------------------------------------------------------------------------------------------
ཕྱི་དང་ནང་ན་ལུས་མེད་ན། །ཇི་ལྟར་ལག་སོགས་ལ་ལུས་ཡོད། །ལག་སོགས་རྣམས་ལས་གཞན་མེད་ན། །དེ་ནི་ཇི་ལྟར་ཡོད་པ་ཡིན། །	If there's no body, outside or in, How's there a body in hands and such? If it's not separate from the hands And such, then how does it exist?

Glossary:
ལུས་	body	The physical structure of a person or animal
ལག་སོགས་	hands and such	Referring to hands and other body parts
ཕྱི་	outside	External or outer part
ནང་	inside	Internal or inner part
གཞན་	separate	Different or distinct from
----------------------------------------------------------------------------------------------------
དེས་ན་ལུས་མེད་ལ་སོགས་ལ། །རྨོངས་པ་ཡིས་ནི་ལུས་བློར་འགྱུར། །དབྱིབས་སུ་བཀོད་པའི་ཁྱད་པར་གྱིས། །ཐོ་ཡོར་ལ་ནི་མི་བློ་བཞིན། །	Thus there's no body. From delusion, we think of hands and such as the body, just like perceiving a scarecrow as a human from its specific shape.

Glossary:
ལུས་མེད་	bodyless	without a physical form
རྨོངས་པ་	delusion	a state of being deceived or misled
ལུས་བློ	body perception	the mental conception of a physical body
དབྱིབས་	shape	the external form or outline of something
ཐོ་ཡོར་	scarecrow	an object made to resemble a human figure, set up to frighten birds away from crops
མི་བློ	human perception	the mental conception of a human being
----------------------------------------------------------------------------------------------------
ཇི་སྲིད་རྐྱེན་ཚོགས་དེ་སྲིད་དུ། །ལུས་ནི་སྐྱེས་བུ་ལྟར་སྣང་བ། །དེ་བཞིན་ཇི་སྲིད་ལག་སོགས་ལ། །དེ་ཡོད་དེ་སྲིད་དེ་ལུས་སྣང་། །	While the conditions are assembled, The body will appear as human. Likewise as long as there are hands And such, they'll seem to be a body.

Glossary:
རྐྱེན་ཚོགས	conditions assembled	The coming together of various factors or circumstances
ལུས	body	The physical structure of a person or animal
སྐྱེས་བུ	human	A person or human being
ལག	hand	The end part of a person's arm beyond the wrist
ལུས་སྣང	body appears	The visible manifestation or perception of a physical form
----------------------------------------------------------------------------------------------------
དེ་བཞིན་སོར་མོའི་ཚོགས་ཡིན་ཕྱིར། །ལག་པའང་གང་ཞིག་ཡིན་པར་འགྱུར། །དེ་ཡང་ཚིགས་ཀྱི་ཚོགས་ཡིན་ཕྱིར། །ཚིགས་ཀྱང་རང་གི་ཆ་ཕྱེ་བས། །	Likewise, as it is an assemblage of fingers, what would the hand be? As that too is an assemblage of joints, when the joints are divided into their own parts,

Glossary:
སོར་མོ	finger	A digit of the hand
ཚོགས	assemblage	A collection or gathering of things
ལག་པ	hand	The end part of a person's arm beyond the wrist
ཚིགས	joint	A structure in the human body at which two parts of the skeleton are fitted together
ཆ	part	A portion or division of a whole
----------------------------------------------------------------------------------------------------
ཆ་ཡང་རྡུལ་དུ་ཕྱེ་བས་ཏེ། །རྡུལ་དེའང་ཕྱོགས་ཆའི་དབྱེ་བ་ཡིས། །ཕྱོགས་དབྱེའང་ཆ་ཤས་དང་བྲལ་ཕྱིར། །མཁའ་བཞིན་དེས་ན་རྡུལ་ཡང་མེད། །	Dissecting parts into atoms, those atoms too can be divided into directional parts. Since those directional parts are devoid of components, like space, therefore even atoms do not exist.

Glossary:
ཆ་	part	A portion or segment of a whole
རྡུལ་	atom	The smallest unit of matter
ཕྱོགས་ཆ་	directional part	A component or aspect of an atom related to direction
ཆ་ཤས་	component	A constituent part or element
མཁའ་	space	The three-dimensional expanse in which all matter exists
----------------------------------------------------------------------------------------------------
དེ་ལྟར་རྨི་ལམ་ལྟ་བུ་ཡི། །གཟུགས་ལ་དཔྱོད་ལྡན་སུ་ཞིག་ཆགས། །གང་ཚེ་དེ་ལྟར་ལུས་མེད་པ། །དེ་ཚེ་སྐྱེས་གང་བུད་མེད་གང་། །	In this way, what discerning person would lust for such a dreamlike form? When in this way there is no body, what is a man? What is a woman?

Glossary:
རྨི་ལམ་	Dream	A series of thoughts, images, and sensations occurring in a person's mind during sleep
གཟུགས་	Form	The visible shape or configuration of something
དཔྱོད་ལྡན་	Discerning person	A person who shows good judgment
ཆགས་	Lust	Strong sexual desire
ལུས་	Body	The physical structure of a person or animal
སྐྱེས་	Man	An adult human male
བུད་མེད་	Woman	An adult human female
----------------------------------------------------------------------------------------------------
སྡུག་བསྔལ་དེ་ཉིད་དུ་ཡོད་ན། །ཅི་སྟེ་རབ་དགའ་ལ་མི་གནོད། །བདེན་མྱ་ངན་གདུང་སོགས་ལ། །ཞིམ་སོགས་ཅི་སྟེ་དགའ་མི་བྱེད། །	If pain exists in suchness, then why does it not distress the cheerful? Why don't those wracked with grief enjoy the tasty?

Glossary:
སྡུག་བསྔལ་	pain	Physical or emotional suffering
དེ་ཉིད་	suchness	The true nature of reality
རབ་དགའ་	cheerful	Feeling or showing happiness and optimism
མྱ་ངན་	grief	Deep sorrow, especially caused by someone's death
གདུང་	wracked	Affected by extreme pain or distress
ཞིམ་	tasty	Having a pleasant flavor
----------------------------------------------------------------------------------------------------
སྟོབས་དང་ལྡན་པས་ཟིལ་མནན་ཕྱིར། །གལ་ཏེ་དེ་མྱོང་མ་ཡིན་ན། །གང་ཞིག་ཉམས་མྱོང་བདག་ཉིད་མིན། །དེ་ན་ཚོར་བ་ཇི་ལྟར་ཡིན། །	If it is not experienced because the stronger overwhelms it, then how can something that in nature is not experience be a feeling?

Glossary:
སྟོབས་དང་ལྡན་པ	stronger	Having more power or strength
ཟིལ་མནན	overwhelm	To overpower or subdue completely
མྱོང	experience	To feel, undergo, or be affected by
ཉམས་མྱོང	experience	Personal knowledge or observation
བདག་ཉིད	nature	The inherent character or basic constitution of a person or thing
ཚོར་བ	feeling	An emotional state or reaction
----------------------------------------------------------------------------------------------------
སྡུག་བསྔལ་ཕྲ་མོ་ཉིད་དུ་ཡོད། །འདི་ཡི་རགས་པ་བསལ་མིན་ནམ། །དེ་ནི་དེ་ལས་གཞན་དགའ་ཙམ། །ཞེ་ན་ཕྲ་ཉིད་དེ་ཡང་དེའི། །	"The pain is there in a subtle form." Has its gross form not been dispelled? If it's a different, mere pleasure, The subtle form would be of that.

Glossary:
སྡུག་བསྔལ་	pain	Physical or emotional suffering
ཕྲ་མོ་	subtle	Delicate or slight, not immediately noticeable
རགས་པ་	gross form	Coarse or obvious manifestation
བསལ་	dispelled	Removed or eliminated
དགའ་	pleasure	A feeling of enjoyment or satisfaction
ཕྲ་ཉིད་	subtle form	The fine or delicate aspect of something
----------------------------------------------------------------------------------------------------
གལ་ཏེ་འགལ་རྐྱེན་སྐྱེས་པས་ན། །སྡུག་བསྔལ་སྐྱེས་པ་མིན་ན་ནི། །ཚོར་བར་རྟོག་པ་མངོན་ཞེན་ཉིད། །ཡིན་ཞེས་བྱ་བར་གྲུབ་མིན་ནམ། །	If causes of its contrary arise, so pain does not occur, does that not prove that to conceive of it as feeling is just fixation?

Glossary:
འགལ་རྐྱེན	contrary causes	Factors or conditions that oppose or contradict something
སྡུག་བསྔལ	pain/suffering	Physical or mental distress or discomfort
ཚོར་བ	feeling	Emotional or physical sensation
རྟོག་པ	conception/thought	Mental formation or idea
མངོན་ཞེན	fixation	Strong attachment or obsession with something
གྲུབ	prove/establish	To demonstrate or confirm as true
----------------------------------------------------------------------------------------------------
དེ་ཉིད་ཕྱིར་ན་འདི་ཡི་ནི། །གཉེན་པོ་རྣམ་དཔྱོད་འདི་བསྒོམ་སྟེ། །རྣམ་བརྟགས་ཞིང་ལས་བྱུང་བ་ཡི། །བསམ་གཏན་རྣལ་འབྱོར་པ་ཡི་ཟས། །	Therefore, as its antidote, cultivate this investigation. The dhyana that grows in the field of analysis is food for yogis.

Glossary:
གཉེན་པོ	antidote	A remedy or counteraction to something
རྣམ་དཔྱོད	investigation	Careful examination or inquiry
བསྒོམ	cultivate	To develop or improve through practice
རྣམ་བརྟགས	analysis	Detailed examination of elements or structure
བསམ་གཏན	dhyana	A state of meditative concentration
རྣལ་འབྱོར་པ	yogi	A practitioner of yoga or meditation
----------------------------------------------------------------------------------------------------
གལ་ཏེ་དབང་དོན་པར་བཅས་ན། །དེ་དག་གང་དུ་ཕྲད་པར་འགྱུར། །བར་མེད་ན་ཡང་གཅིག་ཉིད་དེ། །གང་ཞིག་གང་དང་ཕྲད་པར་འགྱུར། །	If there's a gap between the object and faculty, where is the contact? If there's no gap, they would be one, and what would be in contact with what?

Glossary:
དབང་	faculty	The sense organs or powers of perception
དོན་	object	The thing or matter being perceived or considered
བར་	gap	A space or interval between two things
ཕྲད་	contact	The state or condition of physical touching or meeting
གཅིག་ཉིད་	oneness	The state of being united or unified as one
----------------------------------------------------------------------------------------------------
རྡུལ་ཕྲན་རྡུལ་ཕྲན་ལ་འཇུག་མེད། །དེ་ནི་སྐབས་མེད་མཉམ་པ་ཡིན། །མ་ཞུགས་པ་ལ་འདྲེ་མེད་ཅིང་། །མ་འདྲེས་པ་ལ་ཕྲད་པ་མེད། །	An atom can't penetrate an atom; There is no space and they are equal. They won't merge without penetration, And without merging, there's no contact.

Glossary:
རྡུལ་ཕྲན་	atom	The smallest unit of matter that retains the properties of an element
འཇུག་མེད	can't penetrate	Unable to enter or pass through
སྐབས་མེད	no space	Absence of gap or interval
མཉམ་པ	equal	Having the same value, measure, or quantity
མ་ཞུགས་པ	without penetration	Not entering or passing through
འདྲེ་མེད	won't merge	Will not combine or blend
མ་འདྲེས་པ	without merging	Not combining or blending
ཕྲད་པ་མེད	no contact	Absence of physical touching or meeting
----------------------------------------------------------------------------------------------------
ཆ་མེད་པ་ལའང་ཕྲད་པ་ཞེས། །བྱ་བ་ཇི་ལྟར་འཐད་པར་འགྱུར། །ཕྲད་པ་དང་ནི་ཆ་མེད་པར། །གལ་ཏེ་མཐོང་ན་བསྟན་པར་གྱིས། །	How is it logical to say that there is contact with the partless? If you should happen to observe the partless come in contact, show me.

Glossary:
ཆ་མེད་པ་	partless	Something without parts or indivisible
ཕྲད་པ་	contact	The state or condition of physical touching or meeting
འཐད་པར་འགྱུར	logical	Reasonable or sensible given the circumstances
མཐོང་	observe	To see or notice something
བསྟན་པར་གྱིས	show me	To demonstrate or present something for viewing
----------------------------------------------------------------------------------------------------
རྣམ་ཤེས་ལུས་མེད་པ་ལ་ནི། །ཕྲད་པ་འཐད་པ་མ་ཡིན་ཉིད། །ཚོགས་པའང་དངོས་པོ་མེད་ཕྱིར་ཏེ། །སྔར་ནི་ཇི་ལྟར་རྣམ་དཔྱད་བཞིན། །	It's illogical to say there is contact with an immaterial consciousness. Assemblies are not things, as examined earlier.

Glossary:
རྣམ་ཤེས་	consciousness	The mental faculty of awareness or perception
ལུས་མེད་པ་	immaterial	Lacking physical substance or form
ཕྲད་པ་	contact	The state or condition of physical touching or meeting
འཐད་པ་	logical	Reasonable or sensible given the circumstances
ཚོགས་པ་	assembly	A group of things or people gathered together
དངོས་པོ་	thing	A material object or entity
རྣམ་དཔྱད་	examine	To inspect or scrutinize carefully
----------------------------------------------------------------------------------------------------
དེ་ལྟར་རེག་པ་ཡོད་མིན་ན། །ཚོར་བ་གང་ལས་འབྱུང་བར་འགྱུར། །ངལ་འདི་ཅི་ཡི་དོན་དུ་ཡིན། །གང་གིས་གང་ལ་གནོད་པར་འགྱུར། །	If contact thus does not exist, then out of what does feeling arise? For sake of what are these travails? What causes injury to whom?

Glossary:
རེག་པ་	contact	physical or mental touch or connection
ཚོར་བ་	feeling	sensation or emotional experience
ངལ་	travails	hardships or difficulties
གནོད་པ་	injury	harm or damage
----------------------------------------------------------------------------------------------------
གང་ཚེ་ཚོར་པོ་འགའ་མེད་ཅིང་། །ཚོར་བའང་ཡོད་པ་མ་ཡིན་པ། །དེ་ཚེ་གནས་སྐབས་འདི་མཐོང་ནས། །སྲེད་པ་ཅི་ཕྱིར་ལྡོག་མི་འགྱུར། །	When there is no one who feels, and feeling itself does not exist, then upon seeing this situation, why would craving not cease?

Glossary:
ཚོར་པོ་	One who feels	A person or entity that experiences sensations
ཚོར་བ་	Feeling	Sensation or emotional experience
གནས་སྐབས་	Situation	A set of circumstances or state of affairs
སྲེད་པ་	Craving	Strong desire or longing for something
ལྡོག་	Cease	To come to an end or stop
----------------------------------------------------------------------------------------------------
མཐོང་བ་འམ་ནི་རེག་པ་ཡང་། །རྨི་ལམ་སྒྱུ་འདྲའི་བདག་ཉིད་ཀྱིས། །སེམས་དང་ལྷན་ཅིག་སྐྱེས་པའི་ཕྱིར། །ཚོར་བ་དེ་ཡིས་མཐོང་མ་ཡིན། །	When seeing or touching, it's by a nature that's dreamlike and illusory. As they arise together with mind, feelings are not perceived by it.

Glossary:
མཐོང་བ་	seeing	the act of perceiving with the eyes
རེག་པ	touching	the act of making physical contact
རྨི་ལམ་	dream	a series of thoughts, images, and sensations occurring in a person's mind during sleep
སྒྱུ་	illusion	a false perception or belief
སེམས་	mind	the element of a person that enables them to be aware of the world and their experiences
ལྷན་ཅིག་	together	in or into companionship or close association
སྐྱེས་པ	arise	come into existence or prominence
ཚོར་བ་	feeling	an emotional state or reaction
----------------------------------------------------------------------------------------------------
ཚོར་པོ་འགའ་ཡང་ཡོད་མིན་ཏེ། །དེས་ན་ཚོར་བ་དེ་ཉིད་མིན། །དེ་ལྟར་བདག་མེད་ཚོགས་འདི་ལ། །འདི་ཡིས་ཅི་སྟེ་གནོད་པར་བྱ། །	There is no one at all who feels, And feelings therefore are not real. Thus in this egoless assemblage, How then can they cause any harm?

Glossary:
ཚོར་པོ་	Feeler	One who experiences sensations or feelings
ཚོར་བ་	Feeling	Sensation or emotional experience
བདག་མེད་	Egoless	Lacking a permanent, independent self
ཚོགས་	Assemblage	A collection or gathering of elements
གནོད་པ་	Harm	Damage or injury
----------------------------------------------------------------------------------------------------
ཡིད་ནི་དབང་རྣམས་ལ་མི་གནས། །གཟུགས་སོགས་ལ་མིན་བར་ནའང་མིན། །ནང་ཡང་སེམས་མིན་ཕྱི་མིན་ཞིང་། །གཞན་དུ་ཡང་ནི་རྙེད་མ་ཡིན། །	Mind does not dwell in faculties, In form and such, or in between. Mind is not inside and not outside, And there is nowhere else it's found.

Glossary:
ཡིད་	Mind	The consciousness or thinking faculty
དབང་རྣམས་	Faculties	The sense organs or powers of perception
གཟུགས་	Form	Physical form or appearance
ནང་	Inside	The interior or inner part
ཕྱི་	Outside	The exterior or outer part
རྙེད་	Found	Discovered or located
----------------------------------------------------------------------------------------------------
གང་ཞིག་ལུས་མིན་གཞན་དུ་མིན། །འདྲེས་མིན་ལོགས་སུའང་འགར་མེད་པ། །དེ་ནི་ཅུང་ཟད་མིན་དེའི་ཕྱིར། །སེམས་ཅན་རང་བཞིན་མྱ་ངན་འདས། །	What's not a body and not other, Not mingled and not separate, Is nothing at all, and for this reason, The nature of beings is nirvana.

Glossary:
ལུས་	body	The physical structure of a person or animal
གཞན་	other	Distinct from that or those mentioned or implied
འདྲེས་	mingled	Mixed or blended together
ལོགས་སུ་	separate	Forming or viewed as a unit apart or by itself
སེམས་ཅན་	beings	Living creatures
རང་བཞིན་	nature	The inherent character or basic constitution of a person or thing
མྱ་ངན་འདས་	nirvana	A transcendent state in which there is neither suffering, desire, nor sense of self
----------------------------------------------------------------------------------------------------
ཤེས་བྱ་ལས་སྔར་ཤེས་ཡོད་ན། །དེ་ནི་ཅི་ལ་དམིགས་ནས་སྐྱེ། །ཤེས་དང་ཤེས་བྱ་ལྷན་ཅིག་ན། །དེ་ནི་ཅི་ལ་དམིགས་ནས་སྐྱེ། །	If mind precedes that which is known, What does it focus on to arise? If mind and the known are synchronous, What does it focus on to arise?

Glossary:
ཤེས་བྱ་	shepa	that which is known; object of knowledge
ཤེས་	she	mind; consciousness; awareness
དམིགས་	mig	to focus on; to observe; to perceive
སྐྱེ་	kye	to arise; to be born; to originate
ལྷན་ཅིག་	lhenchik	synchronous; simultaneous; together
----------------------------------------------------------------------------------------------------
གལ་ཏེ་དེ་ལྟར་ཀུན་རྫོབ་མེད། །དེ་ལ་བདེན་གཉིས་ག་ལ་ཡོད། །དེ་ཡང་ཀུན་རྫོབ་གཞན་གྱིས་ན། །སེམས་ཅན་མྱ་ངན་ག་ལ་འདའ། །	If there is thus no relative, Then how is it there are two truths? If it's from another relative, Then how could beings reach nirvana?

Glossary:
ཀུན་རྫོབ་	relative	The conventional or relative truth in Buddhist philosophy
བདེན་གཉིས་	two truths	The Buddhist concept of two levels of truth: conventional and ultimate
སེམས་ཅན་	beings	Sentient beings or living creatures in Buddhist context
མྱ་ངན་འདའ་	reach nirvana	To pass beyond sorrow, referring to attaining enlightenment or liberation
----------------------------------------------------------------------------------------------------
འདི་ནི་གཞན་སེམས་རྣམ་རྟོག་སྟེ། །དེ་ནི་རང་གི་ཀུན་རྫོབ་མིན། །ཕྱིས་དེ་ངེས་ན་དེ་ཡོད་དེ། །མིན་ན་ཀུན་རྫོབ་མེད་པ་ཉིད། །	But that is someone else's thought; It is not their own relative. It would exist if recognized later; If not, there is no relative.

Glossary:
གཞན་སེམས་རྣམ་རྟོག	someone else's thought	A concept or idea originating from another person's mind
ཀུན་རྫོབ	relative	Conventional or relative truth in Buddhist philosophy
ངེས	recognized	To understand or acknowledge clearly
ཀུན་རྫོབ་མེད་པ	no relative	The absence of conventional or relative truth
----------------------------------------------------------------------------------------------------
རྟོག་དང་བརྟག་པར་བྱ་བ་དག །གཉིས་པོ་ཕན་ཚུན་བརྟེན་པ་ཡིན། །ཇི་ལྟར་གྲགས་པ་ལ་བརྟེན་ནས། །རྣམ་པར་དཔྱད་པ་ཐམས་ཅད་བརྗོད། །	The thought and what is thought of both Are each dependent on the other. All the analyses are stated According to the common consensus.

Glossary:
རྟོག	thought	The act of thinking or cognition
བརྟག་པར་བྱ་བ	what is thought of	The object of thought or analysis
ཕན་ཚུན་བརྟེན་པ	mutually dependent	Relying on each other for existence or meaning
ཇི་ལྟར་གྲགས་པ	common consensus	Generally accepted understanding or agreement
རྣམ་པར་དཔྱད་པ	analyses	Detailed examinations or investigations
བརྗོད	stated	Expressed or communicated in words
----------------------------------------------------------------------------------------------------
གང་ཚེ་རྣམ་པར་དཔྱད་པ་ཡི། །རྣམ་དཔྱོད་ཀྱིས་ནི་དཔྱོད་བྱེད་ན། །དེ་ཚེ་རྣམ་དཔྱོད་དེ་ཡང་ནི། །རྣམ་དཔྱོད་ཕྱིར་ན་ཐུག་པ་མེད། །	When analysis is done by analytical wisdom, then that analytical wisdom itself must also be analyzed, therefore there is no end.

Glossary:
རྣམ་པར་དཔྱད་པ་	analysis	A careful examination or investigation
རྣམ་དཔྱོད་	analytical wisdom	The ability to examine and understand things logically
དཔྱོད་བྱེད་	to analyze	To examine methodically and in detail
ཐུག་པ་མེད་	no end	Without a conclusion or limit
----------------------------------------------------------------------------------------------------
དཔྱད་བྱ་རྣམ་པར་དཔྱད་བྱས་ན། །རྣམ་དཔྱོད་ལ་ནི་རྟེན་ཡོད་མིན། །རྟེན་མེད་ཕྱིར་ན་མི་སྐྱེ་སྟེ། །དེ་ཡང་མྱ་ངན་འདས་པར་བརྗོད། །	When the object has been analyzed, There is no basis to analyze. Without a base, it won't arise, And this is what is called nirvana.

Glossary:
དཔྱད་བྱ	object of analysis	The subject or thing being examined or investigated
རྣམ་པར་དཔྱད	analyze	To examine or investigate in detail
རྣམ་དཔྱོད	analysis	A detailed examination or investigation
རྟེན	basis	A foundation or support for something
མི་སྐྱེ	won't arise	Will not come into existence or occur
མྱ་ངན་འདས་པ	nirvana	In Buddhism, the state of freedom from suffering and the cycle of rebirth
----------------------------------------------------------------------------------------------------
གང་གི་ལྟར་ན་འདི་གཉིས་བདེན། །དེ་ཉིད་ཤིན་ཏུ་དཀའ་བར་གནས། །གལ་ཏེ་ཤེས་དབང་ལས་དོན་གྲུབ། །ཤེས་ཡོད་ཉིད་ལ་རྟེན་ཅི་ཡོད། །	For those to whom these two seem true, This is extremely difficult. If entities are proven by knowing, What basis does knowing have to exist?

Glossary:
གཉིས་བདེན	two seem true	The appearance of two things as being true or valid
ཤིན་ཏུ་དཀའ་བ	extremely difficult	Very challenging or hard to understand or accomplish
ཤེས་དབང	knowing	The faculty or power of knowing or understanding
དོན་གྲུབ	proven	Established as true or genuine
རྟེན	basis	A foundation or underlying support for something
----------------------------------------------------------------------------------------------------
འོན་ཏེ་ཤེས་བྱ་ལས་ཤེས་གྲུབ། །ཤེས་བྱ་ཡོད་ལ་རྟེན་ཅི་ཡོད། །དེ་སྟེ་ཕན་ཚུན་དབང་གིས་ཡོད། །གཉི་ག་ཡང་ནི་མེད་པར་འགྱུར། །	If entities are proven by knowing, what basis does knowing have to exist? If what's known proves there is knowing, what basis has what's known for being? If each exists by force of the other, then neither of them could exist.

Glossary:
ཤེས་བྱ་	shes bya	object of knowledge
ཤེས་	shes	knowing/cognition
གྲུབ་	grub	established/proven
རྟེན་	rten	basis/support
ཕན་ཚུན་	phan tshun	mutual/reciprocal
དབང་	dbang	force/power
གཉི་ག་	gnyi ga	both
མེད་པ་	med pa	non-existent
----------------------------------------------------------------------------------------------------
གལ་ཏེ་བུ་མེད་ཕ་མིན་ན། །བུ་ཉིད་གང་ལས་བྱུང་བ་ཡིན། །བུ་མེད་པར་ནི་ཕ་མེད་པ། །དེ་བཞིན་དེ་གཉིས་མེད་པ་ཉིད། །	If there's no child, one's not a father. So how then can the child arise? Without a child, there is no father. Likewise these two are nonexistent.

Glossary:
བུ	child	A young human being below the age of puberty
ཕ	father	A male parent
གཉིས	two	The number 2
མེད་པ	nonexistent	Not having existence or being
----------------------------------------------------------------------------------------------------
མྱུ་གུ་ས་བོན་ལས་སྐྱེ་ཞིང་། །ས་བོན་དེ་ཉིད་ཀྱིས་རྟོགས་བཞིན། །ཤེས་བྱ་ལས་སྐྱེས་ཤེས་པ་ཡིས། །དེ་ཡོད་པ་ནི་ཅིས་མི་རྟོགས། །	A shoot arises from a seed, And due to this, the seed is known. Why don't we know the object exists Through the cognition it produces?

Glossary:
མྱུ་གུ	shoot	A young plant or sprout emerging from a seed
ས་བོན	seed	The unit of reproduction of a flowering plant
རྟོགས	know/realize	To understand or become aware of something
ཤེས་བྱ	object of knowledge	Something that can be known or understood
ཤེས་པ	cognition	The mental action or process of acquiring knowledge and understanding
----------------------------------------------------------------------------------------------------
མྱུ་གུ་ལས་གཞན་ཤེས་པ་ཡིས། །ས་བོན་ཡོད་ཅེས་རྟོགས་འགྱུར་ན། །གང་ཕྱིར་ཤེས་བྱ་དེ་རྟོགས་པ། །ཤེས་པ་ཡོད་ཉིད་གང་ལས་རྟོགས། །	A mind that's other than the shoot realizes that there was a seed. How is it known that there exists a knower by which the known is realized?

Glossary:
མྱུ་གུ་	shoot	A young plant or sprout emerging from a seed
ས་བོན་	seed	The reproductive unit of a plant, containing an embryo
ཤེས་པ་	cognition/mind	The mental action or process of acquiring knowledge and understanding
རྟོགས་	realize/understand	To become fully aware of something as a fact
ཤེས་བྱ་	known/object of knowledge	That which is or can be known or understood
----------------------------------------------------------------------------------------------------
རེ་ཞིག་འཇིག་རྟེན་མངོན་སུམ་གྱིས། །རྒྱུ་རྣམས་ཐམས་ཅད་མཐོང་བ་ཡིན། །པདྨའི་སྡོང་བུ་སོགས་དབྱེ་ནི། །རྒྱུ་ཡི་དབྱེ་བས་བསྐྱེད་པ་ཡིན། །	First, the people of the world can see perceptually all causes. Distinctions of lotus stalks and such are born of distinctions in the causes.
